Id,clean_text,category
11285,dear per rti one program haryana advertis given news paper date oct amount one day advertis lakh continu day x one program modi take part program year,0
11286,remov singl point agenda peopl,2
11287,engag celeb boost visibl studi,0
11288,one proof paper bugger live clear agenda malign time group delet report apologis circul mislead quot via,1
11289,similar opposit parti frustrat modi,2
11290,ye modi,0
11291,wow bhosdik differ chaiwala oxford getout mexican primeminist drove car modi chiwala oxford getout imran khan drove kiray car soudi princ chiwal ijjat bahut jyada hai lode,1
11292,desh janta samajhna hai fool year one time bring modi back erad complet,1
11293,belong principl kshatriya famili two gujarati thug befool hindispeak peopl last five year captur countri hindi heartland silent via,0
11294,bhakt like narendra modi econom advis,1
11295,vote get refund plu free ticket modi,1
11296,modi jee earn congress earn moneywhich one,0
11297,difficult seemsloss due modi demonet equal amount requir year,1
11298,elect time,0
11299,guess even modi crowd free show littl bird told face modi support crowd orissa recent tell experi,1
11300,modi businessman rahul common man,2
11301,pleas ask tell modi said show least one video clip still want lakh pray help modi stay one term end anoth term ask,1
11302,modi credibl time high raga low state elect cast matter nation elex doesnt matter,1
11303,narendra modi best primeminist hindustan,1
11304,thought alreadi becom somalia modi sarkar somalia venezuela upward climb thank acknowledg,1
11305,haha logon vote dia tha right elect modi rahul elect truth lie hard work havard chowkidar chor clever ullu nation nation progress disast say,1
11306,also note person pleas vote kar hai hind modi urg note person spread voter awar via namo app,0
11307,pic tell whole stori nation modi puppet terrorist organ respons mani blast riot countri,1
11308,think indigest point made rajiv kumar think amit malaviya say refer pvn correct think peopl believ rahulgandhi promis modi also add anoth promis x year,0
11309,congress pass right food bill later implement modi,1
11310,best peopl prais modi saviour bharat corrupt desh drohi,1
11311,jaitley call rahul thousand yrli poorest bluff modi last yr serv ambani adani bluf poor want get mess creat last yr name pulwama balakot,2
11312,seen movi abl relat scam see frustrat father common tax payer narendra modi collect hard earn money india amir pappu shamelessli spend money meant cycl india woo girlfriend power,2
11313,modi pay free grabber give use input agricultur know motiv peopl work earn,1
11314,back jyotish assess detail unfold quit well trust namoshah polit acumen formid power selfless bjp rss karyakarta trust mother prove narendra modi chosen instrument jagadamb,1
11315,big leader ladder nation success modi entri fabul proceed greatli campaign good mission shift develop elect chang complet focu got blur,1
11316,he sell quiz year surpris see namo tshirt sold modi,0
11317,pmmodi narendramodi appeal everyon tweetstorm via namo app,0
11318,pmmodi moment board metro via namo app,0
11319,dear good idea deposit poor famili jan dhan account open honor shri thank shri narendra modi remov corrupt,1
11320,copi modi copi congress everyth first time co brand new countri build almost scratch,1
11321,foreign find say upa led govt let much fund flow missionari activ jihadi activ variou ngo modi govt shut lot fake ngo even know sovereignti mean use word like,2
11322,modi killer muslim gujarat moment kill muslim india help person enemi muslim,0
11323,soldier terrorist bjp henc kill take polit advantag true far bjp concern come togeth put gaddar modi shah behind bar,2
11324,line attack bjpmodi take raga plan reduc benefit peopl get today,0
11325,phir baar modi sarkar good luck sir support,1
11326,wish away modi india bjp campaign govt,0
11327,modi deliv jumla congress parti use jumla sinc want prove,0
11328,congress announc scheme help crore poor famili countri propos guarante minimum incom scheme modi team chowkidaar tell gener public simpl term whether support opposit,2
11329,imagin like someon resort modi polit punchlin,0
11330,great analysi everi india citizen analyz hope take visionari decis,1
11331,bjp parti super rich modi shahjaitley poor underprivilegedif given anoth chanc complet destroy constitut protect welfar state,1
11332,china welcom exchang goodwil imran narendra modi news intern,0
11333,modi retweet link buy main bhi chowkidar merchandis indian express,1
11334,final day modi govern adani project jharkhand becom india first power sector sez decis save compani billion annual clean energi cess alon,1
11335,case case look modi cabinet dont think even one case dynast politician cm well select gener meritocrat basi bjp equal corrupt nepotist congress fals narr,2
11336,govern fund buy even helicopt ye money modi came think india allow pappu sit dream till,0
11337,dont tri trp topicw judg persever determin modi govt even governor support,0
11338,shabana azmi modi biopic credit row done mislead public,0
11339,incred congress garbag talk fool nation hardli vital agenda hit poll ground philosophi art class go respons duti run nation modi deliv result talk blue,1
11340,murli manohar joshi told modi shah want contest lok sabha poll modi shah virtual pull rug joshi feet indic earlier given duo would deni parti ticket write,0
11341,modion chokidar nation,0
11342,best wish congratul indian air forc thank modi govt clear deal fast order deliv great job jai hind,1
11343,taught india anyth noth wrong build sellingair castl indian lack critic reason abil sway toward shit come flavor nation learn trick game,2
11344,realiz hardest bjp follow switch leader current flavour prasad push top trend modi advani favorit macho,1
11345,damp squib bloodi shit modi open cr janadhan assssssol couldnt year go put ball,2
11346,good master stroke better,1
11347,modi care mother father brother wifecitizen india listen citizen last year,0
11348,nri talk honor shri narendra modi pride moment,0
11349,exactli friend saidif modi doesnt come everyon busi evad tax pay tax,1
11350,haath pair phool rahe hain scheme sunk,0
11351,whole world watch modi implement demonet still laugh world also watch modi copypast gst ruin small medium busi,2
11352,challeng prime minist modi combin rssbjp brand aggress nation version class polit column via,0
11353,reason vote modi sir,0
11354,right eat even without visa other maintain distanc speak hate modi exchang shawl sare,2
11355,cant destroy poverti destroy poor regim believ,2
11356,modi never anyth normal peopl like whatev friend,1
11357,sir aggress job aayega modi pappu,1
11358,pleas give lac modi promus otherwis right make statement,1
11359,translat word modi mind come liar liar liar,0
11360,dont shi banara accept challeng everyon ask contest elect seat modi seat ridicul diggi,2
11361,money elector bond anoth invent modi,1
11362,bjp non entiti tamilnadu admk pmk vibrant parti win aid modi form govern,1
11363,desper attemptmoney distribut bank account open modi,2
11364,need run pilot project alreadi analysi sabko befkhoob banaya raha hai rd may dhamaka hoga jab modi vapa aay,0
11365,sir modi govt well comman man pleas check statist rate minimum wage industri worker,0
11366,stop nonsens padmaja brand terrorist coz muslim coz one call chop modi piec,0
11367,new delhi airport today march th air india board pass promin flash narendra modi vibrant gujrat vijay rupani,1
11368,chhatisgarh extrem antiincumb year also anti incumb year still neck neck nota game spoiler rajasthan notori year music chair also raj slogan modi tujhs vair nahi vasundhara teri khair nahi,2
11369,let modi say incom tax incom guarante cool thing,1
11370,dilemma odiathey want modi centr dont want bjp state level,1
11371,amankiasha lunat cloud vision setup differ rop hasnt chang sinc book modu opernadi havent chang think surviv despond caus stockholm syndrom due dhimmitud dna,2
11372,modi give farmer thing agre either,0
11373,thank maam like want messag senior leader bjp,0
11374,say lac everi farmer account noth wrong claim still achiev,2
11375,modi wont win due bookish scholar sanskari support need tit tat respons worst accord opposit behaviour bhavana import dont get semant ignor,1
